Team,Season,No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
Memphis Grizzlies,2009-10,50,Zach Randolph,PF,6-9,250,"July 16, 1981",8,Michigan State
Memphis Grizzlies,2009-10,34,Hasheem Thabeet,C,7-3,263,"February 16, 1987",R,UConn
Memphis Grizzlies,2009-10,10,Jamaal Tinsley,PG,6-3,195,"February 28, 1978",7,Iowa State
Memphis Grizzlies,2009-10,5,Marcus Williams,PG,6-3,205,"December 3, 1985",3,UConn
Memphis Grizzlies,2009-10,4,Sam Young,SF,6-6,220,"June 1, 1985",R,Pitt
Memphis Grizzlies,2010-11,9,Tony Allen,SG,6-4,213,"January 11, 1982",6,Butler County Community College
Memphis Grizzlies,2010-11,00,Darrell Arthur,PF,6-9,235,"March 25, 1988",2,Kansas
Memphis Grizzlies,2010-11,31,Shane Battier,SF,6-8,220,"September 9, 1978",9,Duke
Memphis Grizzlies,2010-11,10,Rodney Carney,SF,6-7,205,"April 15, 1984",4,Memphis
Memphis Grizzlies,2010-11,1,DeMarre Carroll,PF,6-6,215,"July 27, 1986",1,Vanderbilt
Memphis Grizzlies,2010-11,11,Mike Conley,PG,6-1,175,"October 11, 1987",3,Ohio State
Memphis Grizzlies,2010-11,33,Marc Gasol,C,6-11,255,"January 29, 1985",2,
Memphis Grizzlies,2010-11,22,Rudy Gay,SF,6-8,250,"August 17, 1986",4,UConn
Memphis Grizzlies,2010-11,15,Hamed Haddadi,C,7-2,254,"May 19, 1985",2,
Memphis Grizzlies,2010-11,13,Xavier Henry,SG,6-6,220,"March 15, 1991",R,Kansas
Memphis Grizzlies,2010-11,2,Acie Law,PG,6-3,195,"January 25, 1985",3,Texas A&M
Memphis Grizzlies,2010-11,32,O.J. Mayo,SG,6-5,210,"November 5, 1987",2,USC
Memphis Grizzlies,2010-11,7,Leon Powe,C,6-8,240,"January 22, 1984",4,California
Memphis Grizzlies,2010-11,50,Zach Randolph,PF,6-9,250,"July 16, 1981",9,Michigan State
Memphis Grizzlies,2010-11,5,Ish Smith,PG,6-0,175,"July 5, 1988",R,Wake Forest
Memphis Grizzlies,2010-11,34,Hasheem Thabeet,C,7-3,263,"February 16, 1987",1,UConn
Memphis Grizzlies,2010-11,21,Greivis Vásquez,PG,6-6,217,"January 16, 1987",R,Maryland
Memphis Grizzlies,2010-11,3,Jason Williams,PG,6-1,190,"November 18, 1975",11,Marshall
Memphis Grizzlies,2010-11,4,Sam Young,SF,6-6,220,"June 1, 1985",1,Pitt
Memphis Grizzlies,2011-12,9,Tony Allen,SG,6-4,213,"January 11, 1982",7,Butler County Community College
Memphis Grizzlies,2011-12,10,Gilbert Arenas,PG,6-4,191,"January 6, 1982",10,Arizona
Memphis Grizzlies,2011-12,11,Mike Conley,PG,6-1,175,"October 11, 1987",4,Ohio State
Memphis Grizzlies,2011-12,44,Dante Cunningham,PF,6-8,230,"April 22, 1987",2,Villanova
Memphis Grizzlies,2011-12,18,Josh Davis,PF,6-8,235,"August 10, 1980",3,Wyoming
Memphis Grizzlies,2011-12,33,Marc Gasol,C,6-11,255,"January 29, 1985",3,
Memphis Grizzlies,2011-12,22,Rudy Gay,SF,6-8,250,"August 17, 1986",5,UConn
Memphis Grizzlies,2011-12,15,Hamed Haddadi,C,7-2,254,"May 19, 1985",3,
Memphis Grizzlies,2011-12,14,Lester Hudson,PG,6-3,190,"August 7, 1984",2,University of Tennessee at Martin
Memphis Grizzlies,2011-12,32,O.J. Mayo,SG,6-5,210,"November 5, 1987",3,USC
Memphis Grizzlies,2011-12,1,Jeremy Pargo,PG,6-2,219,"March 17, 1986",R,Gonzaga
Memphis Grizzlies,2011-12,20,Quincy Pondexter,SF,6-7,230,"March 10, 1988",1,Washington
Memphis Grizzlies,2011-12,50,Zach Randolph,PF,6-9,250,"July 16, 1981",10,Michigan State
Memphis Grizzlies,2011-12,2,Josh Selby,PG,6-2,183,"March 27, 1991",R,Kansas
Memphis Grizzlies,2011-12,3,Brian Skinner,C,6-9,255,"May 19, 1976",13,Baylor
Memphis Grizzlies,2011-12,5,Marreese Speights,PF,6-10,255,"August 4, 1987",3,Florida
Memphis Grizzlies,2011-12,4,Sam Young,SF,6-6,220,"June 1, 1985",2,Pitt
Memphis Grizzlies,2012-13,9,Tony Allen,SG,6-4,213,"January 11, 1982",8,Butler County Community College
Memphis Grizzlies,2012-13,00,Darrell Arthur,PF,6-9,235,"March 25, 1988",3,Kansas
Memphis Grizzlies,2012-13,7,Jerryd Bayless,PG,6-3,200,"August 20, 1988",4,Arizona
Memphis Grizzlies,2012-13,11,Mike Conley,PG,6-1,175,"October 11, 1987",5,Ohio State
Memphis Grizzlies,2012-13,32,Ed Davis,PF,6-9,218,"June 5, 1989",2,UNC
Memphis Grizzlies,2012-13,5,Austin Daye,SF,6-11,220,"June 5, 1988",3,Gonzaga
Memphis Grizzlies,2012-13,55,Keyon Dooling,PG,6-3,196,"May 8, 1980",12,Missouri
Memphis Grizzlies,2012-13,3,Wayne Ellington,SG,6-4,207,"November 29, 1987",3,UNC
Memphis Grizzlies,2012-13,33,Marc Gasol,C,6-11,255,"January 29, 1985",4,
Memphis Grizzlies,2012-13,22,Rudy Gay,SF,6-8,250,"August 17, 1986",6,UConn
Memphis Grizzlies,2012-13,15,Hamed Haddadi,C,7-2,254,"May 19, 1985",4,
Memphis Grizzlies,2012-13,4,Chris Johnson,SF,6-6,206,"April 29, 1990",R,Dayton
Memphis Grizzlies,2012-13,30,Jon Leuer,PF,6-10,228,"May 14, 1989",1,Wisconsin
Memphis Grizzlies,2012-13,45,Dexter Pittman,C,6-11,308,"March 2, 1988",2,Texas
Memphis Grizzlies,2012-13,20,Quincy Pondexter,SF,6-7,230,"March 10, 1988",2,Washington
Memphis Grizzlies,2012-13,21,Tayshaun Prince,SF,6-9,212,"February 28, 1980",10,Kentucky
Memphis Grizzlies,2012-13,50,Zach Randolph,PF,6-9,250,"July 16, 1981",11,Michigan State
Memphis Grizzlies,2012-13,2,Josh Selby,PG,6-2,183,"March 27, 1991",1,Kansas
Memphis Grizzlies,2012-13,5,Marreese Speights,C,6-10,255,"August 4, 1987",4,Florida
Memphis Grizzlies,2012-13,1,Tony Wroten,SG,6-6,205,"April 13, 1993",R,Washington
Memphis Grizzlies,2013-14,9,Tony Allen,SG,6-4,213,"January 11, 1982",9,Butler County Community College
Memphis Grizzlies,2013-14,7,Jerryd Bayless,PG,6-3,200,"August 20, 1988",5,Arizona
Memphis Grizzlies,2013-14,12,Nick Calathes,SG,6-6,213,"February 7, 1989",R,Florida
Memphis Grizzlies,2013-14,11,Mike Conley,PG,6-1,175,"October 11, 1987",6,Ohio State
Memphis Grizzlies,2013-14,1,Seth Curry,PG,6-2,185,"August 23, 1990",R,Liberty
Memphis Grizzlies,2013-14,32,Ed Davis,PF,6-9,218,"June 5, 1989",3,UNC
Memphis Grizzlies,2013-14,22,Jamaal Franklin,SG,6-5,191,"July 21, 1991",R,San Diego State
Memphis Grizzlies,2013-14,33,Marc Gasol,C,6-11,255,"January 29, 1985",5,
Memphis Grizzlies,2013-14,3,James Johnson,SF,6-7,240,"February 20, 1987",4,Wake Forest
Memphis Grizzlies,2013-14,41,Kosta Koufos,C,7-0,245,"February 24, 1989",5,Ohio State
Memphis Grizzlies,2013-14,5,Courtney Lee,SG,6-5,215,"October 3, 1985",5,Western Kentucky
Memphis Grizzlies,2013-14,30,Jon Leuer,PF,6-10,228,"May 14, 1989",2,Wisconsin
Memphis Grizzlies,2013-14,13,Mike Miller,SF,6-8,218,"February 19, 1980",13,Florida
Memphis Grizzlies,2013-14,7,Darius Morris,PG,6-4,190,"January 3, 1991",2,Michigan
Memphis Grizzlies,2013-14,20,Quincy Pondexter,SG,6-7,230,"March 10, 1988",3,Washington
Memphis Grizzlies,2013-14,21,Tayshaun Prince,SF,6-9,212,"February 28, 1980",11,Kentucky
Memphis Grizzlies,2013-14,50,Zach Randolph,PF,6-9,250,"July 16, 1981",12,Michigan State
Memphis Grizzlies,2013-14,19,Beno Udrih,SG,6-3,205,"July 5, 1982",9,
Memphis Grizzlies,2014-15,3,Jordan Adams,SG,6-5,209,"July 8, 1994",R,UCLA
Memphis Grizzlies,2014-15,9,Tony Allen,SG,6-4,213,"January 11, 1982",10,Butler County Community College
Memphis Grizzlies,2014-15,12,Nick Calathes,SG,6-6,213,"February 7, 1989",1,Florida
Memphis Grizzlies,2014-15,15,Vince Carter,SG,6-6,220,"January 26, 1977",16,UNC
Memphis Grizzlies,2014-15,11,Mike Conley,PG,6-1,175,"October 11, 1987",7,Ohio State
Memphis Grizzlies,2014-15,33,Marc Gasol,C,6-11,255,"January 29, 1985",6,
Memphis Grizzlies,2014-15,0,JaMychal Green,PF,6-8,227,"June 21, 1990",R,Alabama
Memphis Grizzlies,2014-15,32,Jeff Green,SF,6-8,235,"August 28, 1986",6,Georgetown
Memphis Grizzlies,2014-15,41,Kosta Koufos,C,7-0,245,"February 24, 1989",6,Ohio State
Memphis Grizzlies,2014-15,5,Courtney Lee,SG,6-5,215,"October 3, 1985",6,Western Kentucky
Memphis Grizzlies,2014-15,30,Jon Leuer,PF,6-10,228,"May 14, 1989",3,Wisconsin
Memphis Grizzlies,2014-15,27,Kalin Lucas,PG,6-1,195,"May 24, 1989",R,Michigan State
Memphis Grizzlies,2014-15,8,Quincy Pondexter,SG,6-7,230,"March 10, 1988",4,Washington
Memphis Grizzlies,2014-15,21,Tayshaun Prince,SF,6-9,212,"February 28, 1980",12,Kentucky
Memphis Grizzlies,2014-15,50,Zach Randolph,PF,6-9,250,"July 16, 1981",13,Michigan State
Memphis Grizzlies,2014-15,2,Russ Smith,PG,6-0,165,"April 19, 1991",R,Louisville
Memphis Grizzlies,2014-15,1,Jarnell Stokes,PF,6-9,263,"January 7, 1994",R,Tennessee
Memphis Grizzlies,2014-15,13,Tyrus Thomas,PF,6-9,215,"August 17, 1986",7,LSU
Memphis Grizzlies,2014-15,19,Beno Udrih,PG,6-3,205,"July 5, 1982",10,
Memphis Grizzlies,2015-16,3,Jordan Adams,SG,6-5,209,"July 8, 1994",1,UCLA
Memphis Grizzlies,2015-16,9,Tony Allen,SG,6-4,213,"January 11, 1982",11,Butler County Community College
Memphis Grizzlies,2015-16,7,Chris Andersen,C,6-10,245,"July 7, 1978",13,Blinn College
Memphis Grizzlies,2015-16,22,Matt Barnes,SF,6-7,226,"March 9, 1980",12,UCLA
Memphis Grizzlies,2015-16,15,Vince Carter,SG,6-6,220,"January 26, 1977",17,UNC
Memphis Grizzlies,2015-16,6,Mario Chalmers,PG,6-2,190,"May 19, 1986",7,Kansas
Memphis Grizzlies,2015-16,11,Mike Conley,PG,6-1,175,"October 11, 1987",8,Ohio State
Memphis Grizzlies,2015-16,8,Bryce Cotton,PG,6-1,165,"August 11, 1992",1,Providence
Memphis Grizzlies,2015-16,8,James Ennis III,SF,6-6,215,"July 1, 1990",1,Cal State Long Beach
Memphis Grizzlies,2015-16,4,Jordan Farmar,PG,6-2,180,"November 30, 1986",8,UCLA
Memphis Grizzlies,2015-16,33,Marc Gasol,C,6-11,255,"January 29, 1985",7,
Memphis Grizzlies,2015-16,0,JaMychal Green,PF,6-8,227,"June 21, 1990",1,Alabama
Memphis Grizzlies,2015-16,32,Jeff Green,SF,6-8,235,"August 28, 1986",7,Georgetown
Memphis Grizzlies,2015-16,19,P.J. Hairston,SF,6-6,230,"December 24, 1992",1,UNC
Memphis Grizzlies,2015-16,20,Ryan Hollins,C,7-0,240,"October 10, 1984",9,UCLA
Memphis Grizzlies,2015-16,5,Courtney Lee,SG,6-5,215,"October 3, 1985",7,Western Kentucky
Memphis Grizzlies,2015-16,10,Jarell Martin,PF,6-10,239,"May 24, 1994",R,LSU
Memphis Grizzlies,2015-16,5,Ray McCallum,PG,6-3,190,"June 12, 1991",2,Detroit Mercy
Memphis Grizzlies,2015-16,14,Xavier Munford,SG,6-2,180,"June 1, 1992",R,Rhode Island
Memphis Grizzlies,2015-16,50,Zach Randolph,PF,6-9,250,"July 16, 1981",14,Michigan State
Memphis Grizzlies,2015-16,2,Russ Smith,PG,6-0,165,"April 19, 1991",1,Louisville
Memphis Grizzlies,2015-16,1,Lance Stephenson,SF,6-6,230,"September 5, 1990",5,Cincinnati
Memphis Grizzlies,2015-16,35,Alex Stepheson,PF,6-10,270,"August 7, 1987",R,UNC
Memphis Grizzlies,2015-16,1,Jarnell Stokes,C,6-9,263,"January 7, 1994",1,Tennessee
Memphis Grizzlies,2015-16,19,Beno Udrih,PG,6-3,205,"July 5, 1982",11,
Memphis Grizzlies,2015-16,2,Briante Weber,PG,6-2,165,"December 29, 1992",R,VCU
Memphis Grizzlies,2015-16,25,Elliot Williams,PG,6-5,190,"June 20, 1989",3,Duke
Memphis Grizzlies,2015-16,34,Brandan Wright,PF,6-10,210,"October 5, 1987",7,UNC
Memphis Grizzlies,2016-17,9,Tony Allen,SG,6-4,213,"January 11, 1982",12,Butler County Community College
Memphis Grizzlies,2016-17,4,Wade Baldwin,PG,6-4,200,"March 29, 1996",R,Vanderbilt
Memphis Grizzlies,2016-17,15,Vince Carter,SF,6-6,220,"January 26, 1977",18,UNC
Memphis Grizzlies,2016-17,11,Mike Conley,PG,6-1,175,"October 11, 1987",9,Ohio State
Memphis Grizzlies,2016-17,30,Troy Daniels,SG,6-4,200,"July 15, 1991",3,VCU
Memphis Grizzlies,2016-17,23,Deyonta Davis,C,6-11,237,"December 2, 1996",R,Michigan State
Memphis Grizzlies,2016-17,16,Toney Douglas,PG,6-2,195,"March 16, 1986",7,Auburn
Memphis Grizzlies,2016-17,8,James Ennis III,SF,6-6,215,"July 1, 1990",2,Cal State Long Beach
Memphis Grizzlies,2016-17,33,Marc Gasol,C,6-11,255,"January 29, 1985",8,
Memphis Grizzlies,2016-17,0,JaMychal Green,PF,6-8,227,"June 21, 1990",2,Alabama
Memphis Grizzlies,2016-17,5,Andrew Harrison,PG,6-6,213,"October 28, 1994",R,Kentucky
Memphis Grizzlies,2016-17,1,Jarell Martin,PF,6-10,239,"May 24, 1994",1,LSU
Memphis Grizzlies,2016-17,25,Chandler Parsons,SF,6-9,230,"October 25, 1988",5,Florida
Memphis Grizzlies,2016-17,50,Zach Randolph,PF,6-9,250,"July 16, 1981",15,Michigan State
Memphis Grizzlies,2016-17,7,Wayne Selden,SG,6-5,230,"September 30, 1994",R,Kansas
Memphis Grizzlies,2016-17,10,Troy Williams,SF,6-7,218,"December 30, 1994",R,Indiana
Memphis Grizzlies,2016-17,34,Brandan Wright,PF,6-10,210,"October 5, 1987",8,UNC
Memphis Grizzlies,2017-18,24,Dillon Brooks,SF,6-7,225,"January 22, 1996",R,Oregon
Memphis Grizzlies,2017-18,8,MarShon Brooks,SG,6-5,200,"January 26, 1989",3,Providence
Memphis Grizzlies,2017-18,6,Mario Chalmers,PG,6-2,190,"May 19, 1986",8,Kansas
Memphis Grizzlies,2017-18,11,Mike Conley,PG,6-1,175,"October 11, 1987",10,Ohio State
Memphis Grizzlies,2017-18,21,Deyonta Davis,C,6-11,237,"December 2, 1996",1,Michigan State
Memphis Grizzlies,2017-18,8,James Ennis III,SF,6-6,215,"July 1, 1990",3,Cal State Long Beach
Memphis Grizzlies,2017-18,12,Tyreke Evans,PG,6-6,220,"September 19, 1989",8,Memphis
Memphis Grizzlies,2017-18,33,Marc Gasol,C,6-11,255,"January 29, 1985",9,
Memphis Grizzlies,2017-18,0,JaMychal Green,PF,6-8,227,"June 21, 1990",3,Alabama
Memphis Grizzlies,2017-18,5,Andrew Harrison,PG,6-6,213,"October 28, 1994",1,Kentucky
Memphis Grizzlies,2017-18,4,Myke Henry,SF,6-6,210,"December 23, 1992",R,DePaul
Memphis Grizzlies,2017-18,32,Vince Hunter,PF,6-8,208,"August 5, 1994",R,Texas-El Paso
Memphis Grizzlies,2017-18,14,Brice Johnson,PF,6-10,230,"June 27, 1994",1,UNC
Memphis Grizzlies,2017-18,14,Omari Johnson,PF,6-9,220,"November 26, 1989",R,Oregon State
Memphis Grizzlies,2017-18,1,Jarell Martin,PF,6-10,239,"May 24, 1994",2,LSU
Memphis Grizzlies,2017-18,23,Ben McLemore,SG,6-3,195,"February 11, 1993",4,Kansas
Memphis Grizzlies,2017-18,25,Chandler Parsons,SF,6-9,230,"October 25, 1988",6,Florida
Memphis Grizzlies,2017-18,10,Ivan Rabb,PF,6-10,220,"February 4, 1997",R,California
Memphis Grizzlies,2017-18,22,Xavier Rathan-Mayes,SG,6-4,208,"April 29, 1994",R,Florida State
Memphis Grizzlies,2017-18,7,Wayne Selden,SG,6-5,230,"September 30, 1994",1,Kansas
Memphis Grizzlies,2017-18,2,Kobi Simmons,PG,6-5,166,"July 4, 1997",R,Arizona
Memphis Grizzlies,2017-18,20,Marquis Teague,PG,6-2,189,"February 28, 1993",2,Kentucky
Memphis Grizzlies,2017-18,3,Briante Weber,PG,6-2,165,"December 29, 1992",2,VCU
Memphis Grizzlies,2017-18,34,Brandan Wright,PF,6-10,210,"October 5, 1987",9,UNC
Memphis Grizzlies,2018-19,1,Kyle Anderson,SF,6-9,230,"September 20, 1993",4,UCLA
Memphis Grizzlies,2018-19,0,Avery Bradley,SG,6-3,180,"November 26, 1990",8,Texas
Memphis Grizzlies,2018-19,24,Dillon Brooks,SF,6-7,225,"January 22, 1996",1,Oregon
Memphis Grizzlies,2018-19,8,MarShon Brooks,SG,6-5,200,"January 26, 1989",4,Providence
Memphis Grizzlies,2018-19,5,Bruno Caboclo,PF,6-9,218,"September 21, 1995",4,
Memphis Grizzlies,2018-19,3,Jevon Carter,PG,6-1,200,"September 14, 1995",R,West Virginia
Memphis Grizzlies,2018-19,18,Omri Casspi,SF,6-9,225,"June 22, 1988",9,
Memphis Grizzlies,2018-19,11,Mike Conley,PG,6-1,175,"October 11, 1987",11,Ohio State
Memphis Grizzlies,2018-19,22,Tyler Dorsey,SG,6-5,183,"February 18, 1996",1,Oregon
Memphis Grizzlies,2018-19,33,Marc Gasol,C,6-11,255,"January 29, 1985",10,
Memphis Grizzlies,2018-19,0,JaMychal Green,PF,6-8,227,"June 21, 1990",4,Alabama
Memphis Grizzlies,2018-19,8,Dusty Hannahs,SG,6-3,210,"September 2, 1993",R,Texas Tech
Memphis Grizzlies,2018-19,5,Andrew Harrison,PG,6-6,213,"October 28, 1994",2,Kentucky
Memphis Grizzlies,2018-19,7,Justin Holiday,SG,6-6,180,"April 5, 1989",5,Washington
Memphis Grizzlies,2018-19,13,Jaren Jackson Jr.,PF,6-11,242,"September 15, 1999",R,Michigan State
Memphis Grizzlies,2018-19,6,Shelvin Mack,PG,6-3,203,"April 22, 1990",7,Butler
Memphis Grizzlies,2018-19,6,C.J. Miles,SF,6-6,220,"March 18, 1987",13,
Memphis Grizzlies,2018-19,55,Joakim Noah,C,6-11,230,"February 25, 1985",11,Florida
Memphis Grizzlies,2018-19,25,Chandler Parsons,SF,6-9,230,"October 25, 1988",7,Florida
Memphis Grizzlies,2018-19,10,Ivan Rabb,PF,6-10,220,"February 4, 1997",1,California
Memphis Grizzlies,2018-19,7,Wayne Selden,SG,6-5,230,"September 30, 1994",2,Kansas
Memphis Grizzlies,2018-19,20,D.J. Stephens,SG,6-5,188,"December 19, 1990",1,Memphis
Memphis Grizzlies,2018-19,17,Garrett Temple,SG,6-5,195,"May 8, 1986",8,LSU
Memphis Grizzlies,2018-19,17,Jonas Valančiūnas,C,6-11,265,"May 6, 1992",6,
Memphis Grizzlies,2018-19,4,Julian Washburn,SF,6-8,210,"December 18, 1991",R,Texas-El Paso
Memphis Grizzlies,2018-19,12,Yuta Watanabe,SF,6-9,215,"October 13, 1994",R,George Washington
Memphis Grizzlies,2018-19,2,Delon Wright,PG,6-5,185,"April 26, 1992",3,Utah
Memphis Grizzlies,2018-19,45,Tyler Zeller,C,7-0,253,"January 17, 1990",6,UNC
Memphis Grizzlies,2019-20,3,Grayson Allen,SG,6-4,198,"October 8, 1995",1,Duke
Memphis Grizzlies,2019-20,1,Kyle Anderson,SF,6-9,230,"September 20, 1993",5,UCLA
Memphis Grizzlies,2019-20,2,Jordan Bell,C,6-8,216,"January 7, 1995",2,Oregon
Memphis Grizzlies,2019-20,24,Dillon Brooks,SG,6-7,225,"January 22, 1996",2,Oregon
Memphis Grizzlies,2019-20,5,Bruno Caboclo,C,6-9,218,"September 21, 1995",5,
Memphis Grizzlies,2019-20,15,Brandon Clarke,PF,6-8,215,"September 19, 1996",R,San Jose State
Memphis Grizzlies,2019-20,99,Jae Crowder,SF,6-6,235,"July 6, 1990",7,Marquette
Memphis Grizzlies,2019-20,14,Gorgui Dieng,C,6-10,252,"January 18, 1990",6,Louisville
Memphis Grizzlies,2019-20,23,Marko Guduric,SG,6-6,201,"March 8, 1995",R,
Memphis Grizzlies,2019-20,5,Dusty Hannahs,SG,6-3,210,"September 2, 1993",1,Texas Tech
Memphis Grizzlies,2019-20,44,Solomon Hill,PF,6-6,226,"March 18, 1991",6,Arizona
Memphis Grizzlies,2019-20,13,Jaren Jackson Jr.,C,6-11,242,"September 15, 1999",1,Michigan State
Memphis Grizzlies,2019-20,20,Josh Jackson,SF,6-8,207,"February 10, 1997",2,Kansas
Memphis Grizzlies,2019-20,21,Tyus Jones,PG,6-0,196,"May 10, 1996",4,Duke
Memphis Grizzlies,2019-20,46,John Konchar,SG,6-5,210,"March 22, 1996",R,Purdue-Fort Wayne
Memphis Grizzlies,2019-20,0,De'Anthony Melton,PG,6-2,200,"May 28, 1998",1,USC
Memphis Grizzlies,2019-20,12,Ja Morant,PG,6-3,174,"August 10, 1999",R,Murray State
Memphis Grizzlies,2019-20,44,Anthony Tolliver,PF,6-8,240,"June 1, 1985",11,Creighton
Memphis Grizzlies,2019-20,19,Jarrod Uthoff,PF,6-9,221,"May 19, 1993",1,Iowa
Memphis Grizzlies,2019-20,17,Jonas Valančiūnas,C,6-11,265,"May 6, 1992",7,
Memphis Grizzlies,2019-20,18,Yuta Watanabe,SF,6-9,215,"October 13, 1994",1,George Washington
Memphis Grizzlies,2020-21,3,Grayson Allen,SG,6-4,198,"October 8, 1995",2,Duke
Memphis Grizzlies,2020-21,1,Kyle Anderson,PF,6-9,230,"September 20, 1993",6,UCLA
Memphis Grizzlies,2020-21,22,Desmond Bane,SG,6-5,215,"June 25, 1998",R,TCU
Memphis Grizzlies,2020-21,24,Dillon Brooks,SF,6-7,225,"January 22, 1996",3,Oregon
Memphis Grizzlies,2020-21,15,Brandon Clarke,PF,6-8,215,"September 19, 1996",1,San Jose State
Memphis Grizzlies,2020-21,14,Gorgui Dieng,C,6-10,252,"January 18, 1990",7,Louisville
Memphis Grizzlies,2020-21,10,Tim Frazier,PG,6-0,170,"November 1, 1990",6,Penn State
Memphis Grizzlies,2020-21,13,Jaren Jackson Jr.,C,6-11,242,"September 15, 1999",2,Michigan State
Memphis Grizzlies,2020-21,21,Tyus Jones,PG,6-0,196,"May 10, 1996",5,Duke
Memphis Grizzlies,2020-21,46,John Konchar,SG,6-5,210,"March 22, 1996",1,Purdue-Fort Wayne
Memphis Grizzlies,2020-21,30,Sean McDermott,SF,6-6,195,"November 3, 1996",R,Butler
Memphis Grizzlies,2020-21,0,De'Anthony Melton,PG,6-2,200,"May 28, 1998",2,USC
Memphis Grizzlies,2020-21,12,Ja Morant,PG,6-3,174,"August 10, 1999",1,Murray State
Memphis Grizzlies,2020-21,4,Jontay Porter,PF,6-11,240,"November 15, 1999",R,Missouri
Memphis Grizzlies,2020-21,35,Killian Tillie,C,6-9,220,"March 5, 1998",R,Gonzaga
Memphis Grizzlies,2020-21,2,Xavier Tillman Sr.,PF,6-8,245,"January 12, 1999",R,Michigan State
Memphis Grizzlies,2020-21,17,Jonas Valančiūnas,C,6-11,265,"May 6, 1992",8,
Memphis Grizzlies,2020-21,7,Justise Winslow,SF,6-6,222,"March 26, 1996",5,Duke
Miami Heat,2010-11,50,Joel Anthony,C,6-9,245,"August 9, 1982",3,UNLV
Miami Heat,2010-11,8,Carlos Arroyo,PG,6-2,202,"July 30, 1979",8,Florida International University
Miami Heat,2010-11,0,Mike Bibby,PG,6-1,190,"May 13, 1978",12,Arizona
Miami Heat,2010-11,1,Chris Bosh,PF,6-11,235,"March 24, 1984",7,Georgia Tech
Miami Heat,2010-11,15,Mario Chalmers,PG,6-2,190,"May 19, 1986",2,Kansas
Miami Heat,2010-11,25,Erick Dampier,C,6-11,265,"July 14, 1975",14,Mississippi State
Miami Heat,2010-11,40,Udonis Haslem,PF,6-8,235,"June 9, 1980",7,Florida
Miami Heat,2010-11,55,Eddie House,SG,6-1,180,"May 14, 1978",10,Arizona State
Miami Heat,2010-11,5,Juwan Howard,PF,6-9,240,"February 7, 1973",16,Michigan
Miami Heat,2010-11,11,Zydrunas Ilgauskas,C,7-3,238,"June 5, 1975",12,
Miami Heat,2010-11,6,LeBron James,SF,6-9,250,"December 30, 1984",7,
Miami Heat,2010-11,22,James Jones,SF,6-8,218,"October 4, 1980",7,Miami (FL)
Miami Heat,2010-11,21,Jamaal Magloire,C,6-11,259,"May 21, 1978",10,Kentucky
Miami Heat,2010-11,13,Mike Miller,SG,6-8,218,"February 19, 1980",10,Florida
Miami Heat,2010-11,45,Dexter Pittman,C,6-11,308,"March 2, 1988",R,Texas
Miami Heat,2010-11,42,Jerry Stackhouse,SG,6-6,218,"November 5, 1974",15,UNC
Miami Heat,2010-11,3,Dwyane Wade,SG,6-4,220,"January 17, 1982",7,Marquette
Miami Heat,2011-12,50,Joel Anthony,C,6-9,245,"August 9, 1982",4,UNLV
Miami Heat,2011-12,31,Shane Battier,SF,6-8,220,"September 9, 1978",10,Duke
Miami Heat,2011-12,1,Chris Bosh,PF,6-11,235,"March 24, 1984",8,Georgia Tech
Miami Heat,2011-12,15,Mario Chalmers,PG,6-2,190,"May 19, 1986",3,Kansas
Miami Heat,2011-12,30,Norris Cole,PG,6-2,175,"October 13, 1988",R,Cleveland State University
Miami Heat,2011-12,34,Eddy Curry,C,7-0,295,"December 5, 1982",9,
Miami Heat,2011-12,32,Mickell Gladness,PF,6-11,220,"July 26, 1986",R,Alabama A&M University
Miami Heat,2011-12,14,Terrel Harris,SG,6-5,190,"August 10, 1987",R,Oklahoma State
Miami Heat,2011-12,40,Udonis Haslem,PF,6-8,235,"June 9, 1980",8,Florida
Miami Heat,2011-12,5,Juwan Howard,PF,6-9,240,"February 7, 1973",17,Michigan
Miami Heat,2011-12,6,LeBron James,SF,6-9,250,"December 30, 1984",8,
Miami Heat,2011-12,22,James Jones,SG,6-8,218,"October 4, 1980",8,Miami (FL)
Miami Heat,2011-12,13,Mike Miller,SG,6-8,218,"February 19, 1980",11,Florida
Miami Heat,2011-12,45,Dexter Pittman,C,6-11,308,"March 2, 1988",1,Texas
Miami Heat,2011-12,21,Ronny Turiaf,C,6-10,249,"January 13, 1983",6,Gonzaga
Miami Heat,2011-12,3,Dwyane Wade,SG,6-4,220,"January 17, 1982",8,Marquette
Miami Heat,2012-13,34,Ray Allen,SG,6-5,205,"July 20, 1975",16,UConn
Miami Heat,2012-13,11,Chris Andersen,C,6-10,245,"July 7, 1978",10,Blinn College
Miami Heat,2012-13,50,Joel Anthony,C,6-9,245,"August 9, 1982",5,UNLV
Miami Heat,2012-13,31,Shane Battier,SF,6-8,220,"September 9, 1978",11,Duke
Miami Heat,2012-13,1,Chris Bosh,C,6-11,235,"March 24, 1984",9,Georgia Tech
Miami Heat,2012-13,15,Mario Chalmers,PG,6-2,190,"May 19, 1986",4,Kansas
Miami Heat,2012-13,30,Norris Cole,PG,6-2,175,"October 13, 1988",1,Cleveland State University
